,EntryID,Reaction,Buffer,ECNumber,CellularLocation,UniProtKB_AC,Tissue,Enzyme Variant,Enzymename,Organism,Temperature,pH,Activator,Cofactor,Inhibitor,KeggReactionID,KineticMechanismType,Other Modifier,parameter.type,parameter.associatedSpecies,parameter.startValue,parameter.endValue,parameter.standardDeviation,parameter.unit,Pathway,Product,PubMedID,Publication,Rate Equation,SabioReactionID,Substrate
1,4232,"H2O + D-Fructose 1,6-bisphosphate = Phosphate + beta-D-Fructose 6-phosphate","[ 50 mM Tes, 5 mM MgCl2, 0.15 mM NADP+, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase,  50 mM Tes, 5 mM MgCl2, 0.15 mM NADP+, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase]",3.1.3.11,"[unknown, unknown, unknown, unknown, unknown, unknown]",Q9I8D4,hepatocyte,wildtype,fructose-bisphosphatase,Gallus gallus,30.0,7.4, , ,"D-Fructose 2,6-bisphosphate", ,unknown, ,Ki,"D-Fructose 2,6-bisphosphate",1.7e-07, ,-,M, ,Phosphate;beta-D-Fructose 6-phosphate,6312891.0,"Chaekal OK, Boaz JC, Sugano T, Harris RA: Role of fructose 2,6-bisphosphate in the regulation of glycolysis and gluconeogenesis in chicken liver, Arch Biochem Biophys 1983 (225) , 771-8",unknown,2084,"D-Fructose 1,6-bisphosphate;H2O"
2,4232,"H2O + D-Fructose 1,6-bisphosphate = Phosphate + beta-D-Fructose 6-phosphate","[ 50 mM Tes, 5 mM MgCl2, 0.15 mM NADP+, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase,  50 mM Tes, 5 mM MgCl2, 0.15 mM NADP+, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase]",3.1.3.11,"[unknown, unknown, unknown, unknown, unknown, unknown]",Q9I8D4,hepatocyte,wildtype,fructose-bisphosphatase,Gallus gallus,30.0,7.4, , ,"D-Fructose 2,6-bisphosphate", ,unknown, ,specific enz. activity, ,2.00004e-05, ,-,katal*g^(-1), ,Phosphate;beta-D-Fructose 6-phosphate,6312891.0,"Chaekal OK, Boaz JC, Sugano T, Harris RA: Role of fructose 2,6-bisphosphate in the regulation of glycolysis and gluconeogenesis in chicken liver, Arch Biochem Biophys 1983 (225) , 771-8",unknown,2084,"D-Fructose 1,6-bisphosphate;H2O"
3,4232,"H2O + D-Fructose 1,6-bisphosphate = Phosphate + beta-D-Fructose 6-phosphate","[ 50 mM Tes, 5 mM MgCl2, 0.15 mM NADP+, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase,  50 mM Tes, 5 mM MgCl2, 0.15 mM NADP+, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase]",3.1.3.11,"[unknown, unknown, unknown, unknown, unknown, unknown]",Q9I8D4,hepatocyte,wildtype,fructose-bisphosphatase,Gallus gallus,30.0,7.4, , ,"D-Fructose 2,6-bisphosphate", ,unknown, ,concentration,"D-Fructose 1,6-bisphosphate",1e-05, ,-,M, ,Phosphate;beta-D-Fructose 6-phosphate,6312891.0,"Chaekal OK, Boaz JC, Sugano T, Harris RA: Role of fructose 2,6-bisphosphate in the regulation of glycolysis and gluconeogenesis in chicken liver, Arch Biochem Biophys 1983 (225) , 771-8",unknown,2084,"D-Fructose 1,6-bisphosphate;H2O"
4,4233,"H2O + D-Fructose 1,6-bisphosphate = Phosphate + beta-D-Fructose 6-phosphate","[ 50 mM Tes, 5 mM MgCl2, 0.15 mM NADP+, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase,  50 mM Tes, 5 mM MgCl2, 0.15 mM NADP+, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase]",3.1.3.11,"[unknown, unknown, unknown, unknown, unknown, unknown]",P19112,hepatocyte,wildtype,fructose-bisphosphatase,Rattus norvegicus,30.0,7.4, , ,"D-Fructose 2,6-bisphosphate", ,unknown, ,specific enz. activity, ,1.6667e-05, ,-,katal*g^(-1), ,Phosphate;beta-D-Fructose 6-phosphate,6312891.0,"Chaekal OK, Boaz JC, Sugano T, Harris RA: Role of fructose 2,6-bisphosphate in the regulation of glycolysis and gluconeogenesis in chicken liver, Arch Biochem Biophys 1983 (225) , 771-8",unknown,2084,"H2O;D-Fructose 1,6-bisphosphate"
5,4233,"H2O + D-Fructose 1,6-bisphosphate = Phosphate + beta-D-Fructose 6-phosphate","[ 50 mM Tes, 5 mM MgCl2, 0.15 mM NADP+, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase,  50 mM Tes, 5 mM MgCl2, 0.15 mM NADP+, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase]",3.1.3.11,"[unknown, unknown, unknown, unknown, unknown, unknown]",P19112,hepatocyte,wildtype,fructose-bisphosphatase,Rattus norvegicus,30.0,7.4, , ,"D-Fructose 2,6-bisphosphate", ,unknown, ,Ki,"D-Fructose 2,6-bisphosphate",1.5e-06, ,-,M, ,Phosphate;beta-D-Fructose 6-phosphate,6312891.0,"Chaekal OK, Boaz JC, Sugano T, Harris RA: Role of fructose 2,6-bisphosphate in the regulation of glycolysis and gluconeogenesis in chicken liver, Arch Biochem Biophys 1983 (225) , 771-8",unknown,2084,"H2O;D-Fructose 1,6-bisphosphate"
6,4233,"H2O + D-Fructose 1,6-bisphosphate = Phosphate + beta-D-Fructose 6-phosphate","[ 50 mM Tes, 5 mM MgCl2, 0.15 mM NADP+, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase,  50 mM Tes, 5 mM MgCl2, 0.15 mM NADP+, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase]",3.1.3.11,"[unknown, unknown, unknown, unknown, unknown, unknown]",P19112,hepatocyte,wildtype,fructose-bisphosphatase,Rattus norvegicus,30.0,7.4, , ,"D-Fructose 2,6-bisphosphate", ,unknown, ,concentration,"D-Fructose 1,6-bisphosphate",1e-05, ,-,M, ,Phosphate;beta-D-Fructose 6-phosphate,6312891.0,"Chaekal OK, Boaz JC, Sugano T, Harris RA: Role of fructose 2,6-bisphosphate in the regulation of glycolysis and gluconeogenesis in chicken liver, Arch Biochem Biophys 1983 (225) , 771-8",unknown,2084,"H2O;D-Fructose 1,6-bisphosphate"
7,4233,"H2O + D-Fructose 1,6-bisphosphate = Phosphate + beta-D-Fructose 6-phosphate","[ 50 mM Tes, 5 mM MgCl2, 0.15 mM NADP+, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase,  50 mM Tes, 5 mM MgCl2, 0.15 mM NADP+, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase, 10 units phosphoglucose isomerase, 4 units glucose-6-phosphate dehydrogenase]",3.1.3.11,"[unknown, unknown, unknown, unknown, unknown, unknown]",P19112,hepatocyte,wildtype,fructose-bisphosphatase,Rattus norvegicus,30.0,7.4, , ,"D-Fructose 2,6-bisphosphate", ,unknown, ,concentration,"D-Fructose 2,6-bisphosphate",0.0,2.5e-06,-,M, ,Phosphate;beta-D-Fructose 6-phosphate,6312891.0,"Chaekal OK, Boaz JC, Sugano T, Harris RA: Role of fructose 2,6-bisphosphate in the regulation of glycolysis and gluconeogenesis in chicken liver, Arch Biochem Biophys 1983 (225) , 771-8",unknown,2084,"H2O;D-Fructose 1,6-bisphosphate"
8,29444,"H2O + D-Fructose 1,6-bisphosphate = Phosphate + beta-D-Fructose 6-phosphate","[ 50 mM Tris-HCl, 1 mM EDTA, glucose 6-phosphate dehydrogenase, NADP+]",3.1.3.11,"[unknown, unknown, unknown, unknown, unknown]",P00637,liver,wildtype,fructose-bisphosphatase,Oryctolagus cuniculus,-,9.4, , , , ,Michaelis-Menten, ,concentration,"D-Fructose 1,6-bisphosphate", , ,-,-, ,beta-D-Fructose 6-phosphate;Phosphate,4377104.0,"Stribling D: Properties of the phosphonomethyl isosteres of two phosphate ester glycolytic intermediates, Biochem J 1974 (141) , 725-8",Vmax*S/(Km+S),2084,"H2O;D-Fructose 1,6-bisphosphate"
9,29444,"H2O + D-Fructose 1,6-bisphosphate = Phosphate + beta-D-Fructose 6-phosphate","[ 50 mM Tris-HCl, 1 mM EDTA, glucose 6-phosphate dehydrogenase, NADP+]",3.1.3.11,"[unknown, unknown, unknown, unknown, unknown]",P00637,liver,wildtype,fructose-bisphosphatase,Oryctolagus cuniculus,-,9.4, , , , ,Michaelis-Menten, ,Vmax, , , ,-,-, ,beta-D-Fructose 6-phosphate;Phosphate,4377104.0,"Stribling D: Properties of the phosphonomethyl isosteres of two phosphate ester glycolytic intermediates, Biochem J 1974 (141) , 725-8",Vmax*S/(Km+S),2084,"H2O;D-Fructose 1,6-bisphosphate"
10,29444,"H2O + D-Fructose 1,6-bisphosphate = Phosphate + beta-D-Fructose 6-phosphate","[ 50 mM Tris-HCl, 1 mM EDTA, glucose 6-phosphate dehydrogenase, NADP+]",3.1.3.11,"[unknown, unknown, unknown, unknown, unknown]",P00637,liver,wildtype,fructose-bisphosphatase,Oryctolagus cuniculus,-,9.4, , , , ,Michaelis-Menten, ,Km,"D-Fructose 1,6-bisphosphate",4e-06, ,5E-7,M, ,beta-D-Fructose 6-phosphate;Phosphate,4377104.0,"Stribling D: Properties of the phosphonomethyl isosteres of two phosphate ester glycolytic intermediates, Biochem J 1974 (141) , 725-8",Vmax*S/(Km+S),2084,"H2O;D-Fructose 1,6-bisphosphate"
11,29447,"H2O + D-Fructose 1,6-bisphosphate = Phosphate + beta-D-Fructose 6-phosphate","[ 50 mM Tris-HCl, 1 mM EDTA, glucose 6-phosphate dehydrogenase, NADP+]",3.1.3.11,"[unknown, unknown, unknown, unknown, unknown, unknown]",P00637,liver,wildtype,fructose-bisphosphatase,Oryctolagus cuniculus,-,9.4, , ,"[(2R,3S,4S,5R)-3,4,5-trihydroxy-5-(phosphonohydroxymethyl)oxolan-2-yl]methyl phosphate", ,Competitive inhibition, ,concentration,"D-Fructose 1,6-bisphosphate",0.0,4e-05,-,M, ,Phosphate;beta-D-Fructose 6-phosphate,4377104.0,"Stribling D: Properties of the phosphonomethyl isosteres of two phosphate ester glycolytic intermediates, Biochem J 1974 (141) , 725-8",unknown,2084,"D-Fructose 1,6-bisphosphate;H2O"
12,29447,"H2O + D-Fructose 1,6-bisphosphate = Phosphate + beta-D-Fructose 6-phosphate","[ 50 mM Tris-HCl, 1 mM EDTA, glucose 6-phosphate dehydrogenase, NADP+]",3.1.3.11,"[unknown, unknown, unknown, unknown, unknown, unknown]",P00637,liver,wildtype,fructose-bisphosphatase,Oryctolagus cuniculus,-,9.4, , ,"[(2R,3S,4S,5R)-3,4,5-trihydroxy-5-(phosphonohydroxymethyl)oxolan-2-yl]methyl phosphate", ,Competitive inhibition, ,concentration,"[(2R,3S,4S,5R)-3,4,5-trihydroxy-5-(phosphonohydroxymethyl)oxolan-2-yl]methyl phosphate",0.0,0.0005,-,M, ,Phosphate;beta-D-Fructose 6-phosphate,4377104.0,"Stribling D: Properties of the phosphonomethyl isosteres of two phosphate ester glycolytic intermediates, Biochem J 1974 (141) , 725-8",unknown,2084,"D-Fructose 1,6-bisphosphate;H2O"
13,29447,"H2O + D-Fructose 1,6-bisphosphate = Phosphate + beta-D-Fructose 6-phosphate","[ 50 mM Tris-HCl, 1 mM EDTA, glucose 6-phosphate dehydrogenase, NADP+]",3.1.3.11,"[unknown, unknown, unknown, unknown, unknown, unknown]",P00637,liver,wildtype,fructose-bisphosphatase,Oryctolagus cuniculus,-,9.4, , ,"[(2R,3S,4S,5R)-3,4,5-trihydroxy-5-(phosphonohydroxymethyl)oxolan-2-yl]methyl phosphate", ,Competitive inhibition, ,Ki,"[(2R,3S,4S,5R)-3,4,5-trihydroxy-5-(phosphonohydroxymethyl)oxolan-2-yl]methyl phosphate",7e-05, ,5E-6,M, ,Phosphate;beta-D-Fructose 6-phosphate,4377104.0,"Stribling D: Properties of the phosphonomethyl isosteres of two phosphate ester glycolytic intermediates, Biochem J 1974 (141) , 725-8",unknown,2084,"D-Fructose 1,6-bisphosphate;H2O"
0,41280,Formate = Formate,"[150 mM Na+, 5 mM K+, 150 mM Cl-, 1 mM sulfate, 1 mM Ca2+, 1 mM phosphate, 3.3 mM MOPS, 5 mM HEPES, 3.3 mM Tris, 150 mM Na+, 5 mM K+, 150 mM Cl-, 1 mM sulfate, 1 mM Ca2+, 1 mM phosphate, 3.3 mM MOPS, 5 mM HEPES, 3.3 mM Tris]",-,"[plasma membrane, intracellular, extracellular]",P53986,Ehrlich ascites tumor cell,wildtype, ,Mus musculus,25.0,7.4, , , , ,unknown, ,Km,Formate, , ,-,-, ,Formate,7818477.0,"Carpenter L, Halestrap AP: The kinetics, substrate and inhibitor specificity of the lactate transporter of Ehrlich-Lettre tumour cells studied with the intracellular pH indicator BCECF., Biochem J 1994 (304) , 751-60",Vmax*S/(Km+S+kdiff*S),12483,Formate
1,41280,Formate = Formate,"[150 mM Na+, 5 mM K+, 150 mM Cl-, 1 mM sulfate, 1 mM Ca2+, 1 mM phosphate, 3.3 mM MOPS, 5 mM HEPES, 3.3 mM Tris, 150 mM Na+, 5 mM K+, 150 mM Cl-, 1 mM sulfate, 1 mM Ca2+, 1 mM phosphate, 3.3 mM MOPS, 5 mM HEPES, 3.3 mM Tris]",-,"[plasma membrane, intracellular, extracellular]",P53986,Ehrlich ascites tumor cell,wildtype, ,Mus musculus,25.0,7.4, , , , ,unknown, ,Vmax, ,0.0005016667, ,9.483333E-5,M*s^(-1), ,Formate,7818477.0,"Carpenter L, Halestrap AP: The kinetics, substrate and inhibitor specificity of the lactate transporter of Ehrlich-Lettre tumour cells studied with the intracellular pH indicator BCECF., Biochem J 1994 (304) , 751-60",Vmax*S/(Km+S+kdiff*S),12483,Formate
2,41280,Formate = Formate,"[150 mM Na+, 5 mM K+, 150 mM Cl-, 1 mM sulfate, 1 mM Ca2+, 1 mM phosphate, 3.3 mM MOPS, 5 mM HEPES, 3.3 mM Tris, 150 mM Na+, 5 mM K+, 150 mM Cl-, 1 mM sulfate, 1 mM Ca2+, 1 mM phosphate, 3.3 mM MOPS, 5 mM HEPES, 3.3 mM Tris]",-,"[plasma membrane, intracellular, extracellular]",P53986,Ehrlich ascites tumor cell,wildtype, ,Mus musculus,25.0,7.4, , , , ,unknown, ,concentration,Formate, , ,-,-, ,Formate,7818477.0,"Carpenter L, Halestrap AP: The kinetics, substrate and inhibitor specificity of the lactate transporter of Ehrlich-Lettre tumour cells studied with the intracellular pH indicator BCECF., Biochem J 1994 (304) , 751-60",Vmax*S/(Km+S+kdiff*S),12483,Formate
3,41280,Formate = Formate,"[150 mM Na+, 5 mM K+, 150 mM Cl-, 1 mM sulfate, 1 mM Ca2+, 1 mM phosphate, 3.3 mM MOPS, 5 mM HEPES, 3.3 mM Tris, 150 mM Na+, 5 mM K+, 150 mM Cl-, 1 mM sulfate, 1 mM Ca2+, 1 mM phosphate, 3.3 mM MOPS, 5 mM HEPES, 3.3 mM Tris]",-,"[plasma membrane, intracellular, extracellular]",P53986,Ehrlich ascites tumor cell,wildtype, ,Mus musculus,25.0,7.4, , , , ,unknown, ,rate const., ,0.001016667, ,1.666667E-5,s^(-1), ,Formate,7818477.0,"Carpenter L, Halestrap AP: The kinetics, substrate and inhibitor specificity of the lactate transporter of Ehrlich-Lettre tumour cells studied with the intracellular pH indicator BCECF., Biochem J 1994 (304) , 751-60",Vmax*S/(Km+S+kdiff*S),12483,Formate
4,41308,Formate = Formate,"[150 mM Na+, 5 mM K+, 150 mM Cl-, 1 mM sulfate, 1 mM Ca2+, 1 mM phosphate, 3.3 mM MOPS, 10 mM HEPES, 150 mM Na+, 5 mM K+, 150 mM Cl-, 1 mM sulfate, 1 mM Ca2+, 1 mM phosphate, 3.3 mM MOPS, 10 mM HEPES]",-,"[plasma membrane, extracellular, intracellular]",P53987,hepatocyte,wildtype, ,Rattus norvegicus,25.0,7.4, , , , ,Michaelis-Menten, ,Vmax, ,0.00066, ,3.65E-4,M*s^(-1), ,Formate,8557697.0,"Jackson VN, Halestrap AP: The kinetics, substrate, and inhibitor specificity of the monocarboxylate (lactate) transporter of rat liver cells determined using the fluorescent intracellular pH indicator, 2',7'-bis(carboxyethyl)-5(6)-carboxyfluorescein, J Biol Chem 1996 (271) , 861-8",Vmax*S/(Km+S),12483,Formate
5,41308,Formate = Formate,"[150 mM Na+, 5 mM K+, 150 mM Cl-, 1 mM sulfate, 1 mM Ca2+, 1 mM phosphate, 3.3 mM MOPS, 10 mM HEPES, 150 mM Na+, 5 mM K+, 150 mM Cl-, 1 mM sulfate, 1 mM Ca2+, 1 mM phosphate, 3.3 mM MOPS, 10 mM HEPES]",-,"[plasma membrane, extracellular, intracellular]",P53987,hepatocyte,wildtype, ,Rattus norvegicus,25.0,7.4, , , , ,Michaelis-Menten, ,concentration,Formate, , ,-,-, ,Formate,8557697.0,"Jackson VN, Halestrap AP: The kinetics, substrate, and inhibitor specificity of the monocarboxylate (lactate) transporter of rat liver cells determined using the fluorescent intracellular pH indicator, 2',7'-bis(carboxyethyl)-5(6)-carboxyfluorescein, J Biol Chem 1996 (271) , 861-8",Vmax*S/(Km+S),12483,Formate
6,41308,Formate = Formate,"[150 mM Na+, 5 mM K+, 150 mM Cl-, 1 mM sulfate, 1 mM Ca2+, 1 mM phosphate, 3.3 mM MOPS, 10 mM HEPES, 150 mM Na+, 5 mM K+, 150 mM Cl-, 1 mM sulfate, 1 mM Ca2+, 1 mM phosphate, 3.3 mM MOPS, 10 mM HEPES]",-,"[plasma membrane, extracellular, intracellular]",P53987,hepatocyte,wildtype, ,Rattus norvegicus,25.0,7.4, , , , ,Michaelis-Menten, ,Km,Formate,0.126,0.163,-,M, ,Formate,8557697.0,"Jackson VN, Halestrap AP: The kinetics, substrate, and inhibitor specificity of the monocarboxylate (lactate) transporter of rat liver cells determined using the fluorescent intracellular pH indicator, 2',7'-bis(carboxyethyl)-5(6)-carboxyfluorescein, J Biol Chem 1996 (271) , 861-8",Vmax*S/(Km+S),12483,Formate
0,53404,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,concentration,NADPH,5e-06,2e-05,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,H+;L-Glutamine;2-Oxoglutarate;NADPH
1,53404,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,Km,NADPH,6e-06, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,H+;L-Glutamine;2-Oxoglutarate;NADPH
2,53404,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,Vmax, , , ,-,-,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,H+;L-Glutamine;2-Oxoglutarate;NADPH
3,53404,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,concentration,L-Glutamine,0.002, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,H+;L-Glutamine;2-Oxoglutarate;NADPH
4,53404,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,concentration,2-Oxoglutarate,5e-06,1.67e-05,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,H+;L-Glutamine;2-Oxoglutarate;NADPH
5,53405,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,Vmax, , , ,-,-,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,2-Oxoglutarate;H+;NADPH;L-Glutamine
6,53405,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,Km,NADPH,7.000000000000001e-06, ,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,2-Oxoglutarate;H+;NADPH;L-Glutamine
7,53405,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,concentration,NADPH,5e-06,2e-05,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,2-Oxoglutarate;H+;NADPH;L-Glutamine
8,53405,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,concentration,2-Oxoglutarate,0.001, ,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,2-Oxoglutarate;H+;NADPH;L-Glutamine
9,53406,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,concentration,L-Glutamine,3.3e-05,0.0001,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,H+;2-Oxoglutarate;L-Glutamine;NADPH
10,53406,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,Km,2-Oxoglutarate,7.000000000000001e-06, ,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,H+;2-Oxoglutarate;L-Glutamine;NADPH
11,53406,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,concentration,NADPH,0.0002, ,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,H+;2-Oxoglutarate;L-Glutamine;NADPH
